Incident Number,Short Description,Description,Category,Subcategory,Priority,State,Assigned To,Created Date,Resolution Notes,Affected Upstream,Affected Downstream,Connectivity Information
INC1002718,"

received from: ctzykflo.evzbhgru@gmail.com

dear all,

lvdyrqfc pfnmjsok (personnel # 10780975, userid: webyutelc) lost/deleted by mistake his open opportunities (1 week ago).

can someone please check if these open opportunities can be restored.

","

received from: ctzykflo.evzbhgru@gmail.com

dear all,

lvdyrqfc pfnmjsok (personnel # 10780975, userid: webyutelc) lost/deleted by mistake his open opportunities (1 week ago).

can someone please check if these open opportunities can be restored.

",Network,VPN,High,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-05-04,Deep five exist let matter every.,API Gateway,Data Warehouse,Intermittent network drops
INC1002719,"unable to login to HostName_589 vsphere client.
vmware virtualcenter server service is in stopped state.","unable to login to HostName_589 vsphere client.
vmware virtualcenter server service is in stopped state.",Security,Policy Violation,Medium,On Hold,Anna Smith,2024-09-09,Laugh whose easy think fast idea less.,Authentication Server,Data Warehouse,Complete network outage
INC1002720,Database connection timeout,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Connection Issue,Critical,Cancelled,Billy Davis,2025-03-16,Tell customer me mention memory dream around from.,API Gateway,Reporting Engine,VPN connectivity unstable
INC1002721,Printer not responding,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Hardware,Printer,Low,Resolved,Andrea White,2024-05-23,Cause certainly growth create product everything.,API Gateway,Frontend Portal,Intermittent network drops
INC1002722,Laptop not powering on,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Database,Timeout,Critical,On Hold,Cindy King,2024-06-23,Environment ever listen protect he daughter rest.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1002723,"received from: monitoring_tool@company.com

job bwhrertran failed in job_scheduler at: 09/23/2016 00:17:00","received from: monitoring_tool@company.com

job bwhrertran failed in job_scheduler at: 09/23/2016 00:17:00",Database,Backup Failure,Critical,Resolved,<function <lambda> at 0x7eb3c62986d0>,2024-05-19,Issue resolved following standard procedures.,API Gateway,Data Warehouse,VPN connectivity unstable
INC1002724,Unauthorized access attempt detected,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Hardware,Desktop,Low,Cancelled,Alexandria Casey,2024-10-27,Identify pick energy thousand.,General System,General User Interface,No connectivity issues detected.
INC1002725,"

received from: hmjdrvpb.komuaywn@gmail.com

good day,

can you please advise whether crm is going through updates at the moment?

there are a number of issues concerning us in 1301:


1.       at the moment we cannot access crm at all.

2.       yesterday, i could not enter new customer accounts as my drop down boxes were not fully loading and thus, i could only see one or two items to select from.

3.       the team here in australia advised that lately that they have had to contact customer master on numerous occasions as there are certain entries in crm, new customer accounts, that are not transferring to erp like:
sales reps
carriers
etc

we were advised by our finance department that they believed it were aware of such problems above?

kind ","

received from: hmjdrvpb.komuaywn@gmail.com

good day,

can you please advise whether crm is going through updates at the moment?

there are a number of issues concerning us in 1301:


1.       at the moment we cannot access crm at all.

2.       yesterday, i could not enter new customer accounts as my drop down boxes were not fully loading and thus, i could only see one or two items to select from.

3.       the team here in australia advised that lately that they have had to contact customer master on numerous occasions as there are certain entries in crm, new customer accounts, that are not transferring to erp like:
sales reps
carriers
etc

we were advised by our finance department that they believed it were aware of such problems above?

kind ",Security,Malware,High,On Hold,Andrew Henry,2024-07-01,Western interesting major full.,Database Cluster A,Mobile App,No connectivity issues detected.
INC1002726,Email delivery issue reported,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Hardware,Desktop,High,On Hold,Susan Torres,2024-04-23,Hot available bed.,Database Cluster A,Mobile App,Complete network outage
INC1002727,"unable to sync all the contact information from outlook to crm. the address and notes  fields are not synced to crm as there are more then 4500 contacts its not possible to put the company name for each customer manually

contact number- ","unable to sync all the contact information from outlook to crm. the address and notes  fields are not synced to crm as there are more then 4500 contacts its not possible to put the company name for each customer manually

contact number- ",Software,Application Access,High,In Progress,James Wood,2024-10-11,Issue resolved following standard procedures.,General System,General User Interface,No connectivity issues detected.
INC1002728,Database connection timeout,Security logs indicate an unauthorized login attempt from an unknown IP address.,Hardware,Laptop,Critical,Closed,Monica Miller,2024-10-23,Project finish take agreement it end community.,API Gateway,General User Interface,No connectivity issues detected.
INC1002729,Unauthorized access attempt detected,System crashed after applying latest OS update. Issue needs rollback or fix.,Database,Performance,Medium,Resolved,John Jones,2024-11-12,Issue resolved following standard procedures.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1002730,Unauthorized access attempt detected,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Unauthorized Access,High,Resolved,Scott Williams,2024-12-19,Town return mother rise second herself close.,Firewall System,Frontend Portal,No connectivity issues detected.
INC1002731,Database connection timeout,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Hardware,Laptop,Low,New,Gerald Johnson,2024-05-03,Wish follow expert all month write until.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1002732,"

received from: hmjdrvpb.komuaywn@gmail.com

hi it,

i regularly have trouble with erp lagging, particularly it seems after 12pm our time.
last week, especially friday it was very bad all day.
yesterday and today, again it seems to lag after that 12 noon time.
this is becoming continuously embarrassing during phone calls when i am required to search for stock or quote/order over the phone as i have to apologise for the system taking so long.

there are two other csr's in the building, uisewznr ewtmkphs rarely has the same trouble (his system seems faster though), much faster than mine or duoyrpvi wgjpviul, amy's system will lag but not as much as mine.

can you please shed some light on this scenario?

note:  it is more convenient for this office if i can be contacted mid/late mornings.

kind ","

received from: hmjdrvpb.komuaywn@gmail.com

hi it,

i regularly have trouble with erp lagging, particularly it seems after 12pm our time.
last week, especially friday it was very bad all day.
yesterday and today, again it seems to lag after that 12 noon time.
this is becoming continuously embarrassing during phone calls when i am required to search for stock or quote/order over the phone as i have to apologise for the system taking so long.

there are two other csr's in the building, uisewznr ewtmkphs rarely has the same trouble (his system seems faster though), much faster than mine or duoyrpvi wgjpviul, amy's system will lag but not as much as mine.

can you please shed some light on this scenario?

note:  it is more convenient for this office if i can be contacted mid/late mornings.

kind ",Database,Performance,Low,On Hold,Heidi Clark,2025-01-09,Return direction follow woman concern team.,Messaging Queue,Data Warehouse,Intermittent network drops
INC1002733,Unauthorized access attempt detected,Database connections are timing out frequently. Impacting multiple users.,Database,Connection Issue,Low,On Hold,Mary Mills,2025-02-26,Issue resolved following standard procedures.,Messaging Queue,Mobile App,No connectivity issues detected.
INC1002734,User unable to access VPN,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Backup Failure,Low,Cancelled,Luis Simon,2024-07-27,Foot direction quality mouth.,Database Cluster A,Frontend Portal,Packet loss detected
INC1002735,Printer not responding,Database connections are timing out frequently. Impacting multiple users.,Software,Application Access,High,New,Rebecca Lewis,2025-03-08,Back fact down.,General System,General User Interface,No connectivity issues detected.
INC1002736,Firewall policy misconfiguration,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Software,Email,Critical,New,Joshua Green,2024-04-19,Return center matter activity.,General System,Mobile App,No connectivity issues detected
INC1002737,"received from: monitoring_tool@company.com

job Job_1332 failed in job_scheduler at: 09/16/2016 02:46:00","received from: monitoring_tool@company.com

job Job_1332 failed in job_scheduler at: 09/16/2016 02:46:00",Database,Performance,Critical,Resolved,Luis Simon,2024-06-04,Remember degree lay become picture bit.,Database Cluster A,Data Warehouse,Packet loss detected
INC1002738,"when trying to create an expense report in ess i get the following error: ""infortype '0017' for 08/29/2016 does not exist for pers. no."" i've unlocked my personnel number and nothing changes. ","when trying to create an expense report in ess i get the following error: ""infortype '0017' for 08/29/2016 does not exist for pers. no."" i've unlocked my personnel number and nothing changes. ",Security,Unauthorized Access,Critical,New,Stephen Copeland,2024-07-20,Worker happen more even available.,API Gateway,Reporting Engine,No connectivity issues detected.
INC1002739,Laptop not powering on,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Hardware,Laptop,Low,In Progress,Sara Morales,2024-06-14,Claim cost experience large authority daughter region or.,Messaging Queue,Frontend Portal,High latency observed
INC1002740,Database connection timeout,System crashed after applying latest OS update. Issue needs rollback or fix.,Network,Internet,Medium,Closed,Susan Mitchell,2024-05-19,Speech responsibility impact quickly rest up.,Authentication Server,Frontend Portal,Firewall blocking traffic
INC1002741,user was unable to open reporting_tool,user was unable to open reporting_tool,Database,Performance,Low,New,Joseph Chandler,2024-12-16,Thank fire skill.,Messaging Queue,Data Warehouse,No connectivity issues detected
INC1002742,unable to login to outlook and skype,unable to login to outlook and skype,Hardware,Printer,Low,New,William Rodgers,2024-07-24,Issue resolved following standard procedures.,API Gateway,Mobile App,High latency observed
INC1002743,System crash after update,Application response time has significantly degraded. Users facing performance issues.,Hardware,Laptop,Medium,Cancelled,Stephen Carpenter,2024-11-05,Small course speak make body response.,Messaging Queue,General User Interface,Firewall blocking traffic
INC1002744,User unable to access VPN,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Phishing,High,Cancelled,Jamie Ford,2024-10-27,Computer operation chance hundred energy whole should important.,Messaging Queue,Reporting Engine,Firewall blocking traffic
INC1002745,Printer not responding,Application response time has significantly degraded. Users facing performance issues.,Software,Email,Medium,Resolved,Cory Morton,2024-10-25,Among skin from point dark seek.,Messaging Queue,General User Interface,No connectivity issues detected.
INC1002746,"

received from: santthyumar.shtyhant@company.com

dear sir/madam,

there is a correction needed in spelling of my email id

existing email id: santthyumar.shtyhant@company.com<mailto:santthyumar.shtyhant@company.com>

email id to be changed to: ploxzuts.utvimnwo@gmail.com<mailto:ploxzuts.utvimnwo@gmail.com>

pl do the needful

","

received from: santthyumar.shtyhant@company.com

dear sir/madam,

there is a correction needed in spelling of my email id

existing email id: santthyumar.shtyhant@company.com<mailto:santthyumar.shtyhant@company.com>

email id to be changed to: ploxzuts.utvimnwo@gmail.com<mailto:ploxzuts.utvimnwo@gmail.com>

pl do the needful

",Database,Performance,Critical,Cancelled,Anthony Romero,2024-07-12,Weight road realize sort professional.,Authentication Server,Mobile App,Intermittent network drops
INC1002747,outlook doesn't start-up on my tablet dell latitude 7350,outlook doesn't start-up on my tablet dell latitude 7350,Hardware,Printer,Low,Cancelled,James Campbell,2025-01-15,Issue resolved following standard procedures.,Messaging Queue,Data Warehouse,High latency observed
INC1002748,Email delivery issue reported,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Database,Performance,Low,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-07-01,Daughter what arrive magazine.,API Gateway,Reporting Engine,No connectivity issues detected.
INC1002749,Firewall policy misconfiguration,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Connection Issue,Critical,In Progress,Kelly Davies,2024-03-31,Never bill town feeling visit each.,Authentication Server,Mobile App,Intermittent network drops
INC1002750,"

received from: iqcylpok.ascpqvni@gmail.com

hello,

printer ts02 in the purchasing dept. is not sending scans to our emails.  can someone look into this please?

","

received from: iqcylpok.ascpqvni@gmail.com

hello,

printer ts02 in the purchasing dept. is not sending scans to our emails.  can someone look into this please?

",Security,Phishing,Critical,New,William Rodgers,2024-09-06,Collection himself image seat draw either peace never.,Database Cluster A,Data Warehouse,No connectivity issues detected.
INC1002751,Slow application performance,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Security,Phishing,High,Closed,Joshua Oneal,2024-11-26,Nothing science level positive little customer.,API Gateway,Data Warehouse,Firewall blocking traffic
INC1002752,Printer not responding,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Network,Switch,High,New,<function <lambda> at 0x7eb3c62986d0>,2024-08-23,Home sister something at production play ready.,Messaging Queue,Mobile App,No connectivity issues detected.
INC1002753,"if this option is currently available, please let me know.  ","if this option is currently available, please let me know.  ",Hardware,Monitor,Critical,New,Mary Mills,2024-10-23,Skin board school energy care.,API Gateway,General User Interface,No connectivity issues detected.
INC1002754,User unable to access VPN,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Hardware,Laptop,High,Closed,Rebecca Lewis,2024-04-12,Treatment sea where career.,Messaging Queue,Mobile App,No connectivity issues detected.
INC1002755,Email delivery issue reported,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Database,Backup Failure,Low,Closed,Kimberly Valenzuela,2024-09-03,Issue resolved following standard procedures.,Database Cluster A,Data Warehouse,VPN connectivity unstable
INC1002756,User unable to access VPN,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Phishing,High,New,Melinda Harris,2024-03-25,Any production article red want ever.,Database Cluster A,Access Control System,No connectivity issues detected.
INC1002757,Database connection timeout,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Connection Issue,High,New,William Rodgers,2024-03-23,Mind mind must describe Mrs million program career.,Messaging Queue,Mobile App,Complete network outage
INC1002758,User unable to access VPN,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Database,Timeout,Medium,Cancelled,Mary Mills,2024-06-03,Statement hand skill little finally particular.,Database Cluster A,Data Warehouse,Complete network outage
INC1002759,"

received from: peojqgvm.qayeptuo@gmail.com

i am having problems submitting a discount

here is the screen shots im getting



[cid:image001.jpg@01d1f475.30085b20]




[cid:image002.jpg@01d1f475.30085b20]


","

received from: peojqgvm.qayeptuo@gmail.com

i am having problems submitting a discount

here is the screen shots im getting



[cid:image001.jpg@01d1f475.30085b20]




[cid:image002.jpg@01d1f475.30085b20]


",Network,VPN,Critical,New,Mary Lamb,2024-04-24,Issue resolved following standard procedures.,API Gateway,Reporting Engine,No connectivity issues detected
INC1002760,"

received from: dwafrmth.oabwzitv@gmail.com

hi

i have forgotten the attendance_tool password my user id is 20452489


with best ","

received from: dwafrmth.oabwzitv@gmail.com

hi

i have forgotten the attendance_tool password my user id is 20452489


with best ",Software,Database,Medium,Resolved,<function <lambda> at 0x7eb3c62986d0>,2024-11-14,Run easy begin court popular radio.,General System,Data Warehouse,Intermittent network drops
INC1002761,Slow application performance,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Database,Backup Failure,Medium,Closed,John Jones,2024-12-29,Least suffer performance crime at.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1002762,Unauthorized access attempt detected,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Software,Operating System,Low,New,Andrew Davis,2025-01-16,Natural get reflect suddenly.,Database Cluster A,Frontend Portal,No connectivity issues detected.
INC1002763,Email delivery issue reported,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Software,Operating System,Low,New,Gerald Johnson,2024-04-18,Administration at summer state training education minute.,Authentication Server,Frontend Portal,Firewall blocking traffic
INC1002764,Phishing email received,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Security,Unauthorized Access,Critical,Cancelled,James White,2024-07-31,Explain effect expect example college.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1002765,Printer not responding,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Database,Performance,High,On Hold,Anna Smith,2024-07-16,Account picture wear cut TV rise kitchen.,API Gateway,Frontend Portal,VPN connectivity unstable
INC1002766,Unauthorized access attempt detected,Application response time has significantly degraded. Users facing performance issues.,Hardware,Monitor,Medium,Resolved,Susan Torres,2024-04-30,News interest firm for beyond yet game.,Authentication Server,Mobile App,High latency observed
INC1002767,Laptop not powering on,Application response time has significantly degraded. Users facing performance issues.,Database,Backup Failure,Low,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-08-28,Director name military huge design letter.,API Gateway,Reporting Engine,Intermittent network drops
INC1002768,User unable to access VPN,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Network,Switch,Critical,Cancelled,Justin Sweeney,2024-07-17,Provide cold despite hard action quality.,API Gateway,Reporting Engine,High latency observed
INC1002769,unable to log into skype. certificate error.,unable to log into skype. certificate error.,Hardware,Laptop,Medium,New,Gerald Johnson,2024-09-04,Civil entire fly final east effort.,General System,General User Interface,High latency observed
INC1002770,User unable to access VPN,System crashed after applying latest OS update. Issue needs rollback or fix.,Network,Firewall,Low,Cancelled,Douglas Tyler,2025-01-15,Computer player want activity again style.,Authentication Server,Frontend Portal,Intermittent network drops
INC1002771,Database connection timeout,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Phishing,Low,On Hold,Stephen Copeland,2025-03-13,Analysis natural forget American realize computer size.,Authentication Server,Data Warehouse,High latency observed
INC1002772,Email delivery issue reported,Database connections are timing out frequently. Impacting multiple users.,Software,Operating System,Critical,New,Steven Sawyer MD,2024-09-28,Issue resolved following standard procedures.,Database Cluster A,Mobile App,No connectivity issues detected.
INC1002773,"

received from: dfiyvmec.wxioadpt@gmail.com

[cid:image001.png@01d205fe.ffce2de0]

kuhgtyjvelu. u
manager â€“ reliability engineering
dfiyvmec.wxioadpt@gmail.com<mailto:dfiyvmec.wxioadpt@gmail.com>

","

received from: dfiyvmec.wxioadpt@gmail.com

[cid:image001.png@01d205fe.ffce2de0]

kuhgtyjvelu. u
manager â€“ reliability engineering
dfiyvmec.wxioadpt@gmail.com<mailto:dfiyvmec.wxioadpt@gmail.com>

",Hardware,Monitor,Medium,New,Luis Simon,2024-07-09,Turn father day.,General System,Reporting Engine,No connectivity issues detected
INC1002774,"wir haben hier in koenigsee probleme mit dem druck aus erp. es kommt ein ""production_order_interface_app"" fehler.
","wir haben hier in koenigsee probleme mit dem druck aus erp. es kommt ein ""production_order_interface_app"" fehler.
",Network,Firewall,High,New,<function <lambda> at 0x7eb3c62986d0>,2024-05-21,Care of rather industry reach serious career.,Messaging Queue,Frontend Portal,No connectivity issues detected.
INC1002775,Phishing email received,Database connections are timing out frequently. Impacting multiple users.,Security,Malware,Medium,On Hold,Anna Smith,2024-06-05,Become leave future point position.,Authentication Server,Access Control System,No connectivity issues detected.
INC1002776,"please change my erp printer (hrp- hcm production) to usa fm0006.
","please change my erp printer (hrp- hcm production) to usa fm0006.
",Database,Timeout,Critical,In Progress,<function <lambda> at 0x7eb3c62986d0>,2025-03-02,Student get occur.,Authentication Server,Mobile App,No connectivity issues detected.
INC1002777,"received from: monitoring_tool@company.com

job Job_3194 failed in job_scheduler at: 09/22/2016 14:15:00","received from: monitoring_tool@company.com

job Job_3194 failed in job_scheduler at: 09/22/2016 14:15:00",Database,Backup Failure,Critical,Cancelled,Jessica Jones,2024-09-28,Policy character particular read.,Messaging Queue,Frontend Portal,No connectivity issues detected.
INC1002778,Printer not responding,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Software,Email,Medium,New,Dr. Melissa Mccoy,2024-10-01,Main indicate man statement real system recognize.,Authentication Server,Reporting Engine,Firewall blocking traffic
INC1002779,Printer not responding,System crashed after applying latest OS update. Issue needs rollback or fix.,Hardware,Laptop,High,New,<function <lambda> at 0x7eb3c62986d0>,2024-05-13,Section interest which time they teach political.,Database Cluster A,Data Warehouse,High latency observed
INC1002780,Phishing email received,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Database,Medium,Cancelled,Susan Mitchell,2025-01-23,Hotel suggest step their science.,Database Cluster A,Reporting Engine,Intermittent network drops
INC1002781,Email delivery issue reported,System crashed after applying latest OS update. Issue needs rollback or fix.,Software,Application Access,Low,In Progress,Andrew Henry,2024-08-25,Change writer service painting speech.,Database Cluster A,Data Warehouse,No connectivity issues detected.
INC1002782,Firewall policy misconfiguration,System crashed after applying latest OS update. Issue needs rollback or fix.,Software,Operating System,Medium,Resolved,James Wood,2024-04-07,Sit personal degree machine fear owner could.,API Gateway,General User Interface,No connectivity issues detected.
INC1002783,Printer not responding,Security logs indicate an unauthorized login attempt from an unknown IP address.,Hardware,Printer,Medium,Cancelled,Susan Torres,2024-04-16,By easy do five she fast color best.,Authentication Server,Data Warehouse,VPN connectivity unstable
INC1002784,"received from: monitoring_tool@company.com

job Job_3028 failed in job_scheduler at: 08/22/2016 22:02:00","received from: monitoring_tool@company.com

job Job_3028 failed in job_scheduler at: 08/22/2016 22:02:00",Network,Switch,High,On Hold,Gregory Fletcher,2024-03-26,City effect serve important teacher.,Authentication Server,Frontend Portal,VPN connectivity unstable
INC1002785,Printer not responding,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Network,Internet,Critical,Closed,Susan Torres,2024-08-10,Cultural laugh security city far local.,Authentication Server,Reporting Engine,Complete network outage
INC1002786,Laptop not powering on,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Software,Application Access,Critical,New,Joseph Chandler,2024-11-07,Turn direction work time whether.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1002787,Phishing email received,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Software,Operating System,Critical,New,Elizabeth Ramos,2025-03-07,Piece suddenly similar minute.,Database Cluster A,General User Interface,VPN connectivity unstable
INC1002788,System crash after update,System crashed after applying latest OS update. Issue needs rollback or fix.,Software,Database,Low,New,Mary Lamb,2024-12-03,Dinner to certain.,Authentication Server,Reporting Engine,No connectivity issues detected.
INC1002789,Laptop not powering on,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Security,Malware,Low,On Hold,Taylor Garner,2024-10-17,Think my list else really size structure.,Database Cluster A,Data Warehouse,Firewall blocking traffic
INC1002790,Database connection timeout,System crashed after applying latest OS update. Issue needs rollback or fix.,Hardware,Desktop,High,In Progress,Gregory Fletcher,2024-11-25,Dark production feel win close.,API Gateway,Reporting Engine,No connectivity issues detected.
INC1002791,Unauthorized access attempt detected,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Phishing,High,Cancelled,James Campbell,2024-09-19,Religious simple question consumer.,Database Cluster A,Data Warehouse,Firewall blocking traffic
INC1002792,Laptop not powering on,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Hardware,Printer,Low,Cancelled,Andrew Henry,2024-05-08,Likely past black issue.,Database Cluster A,Mobile App,No connectivity issues detected.
INC1002793,Slow application performance,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Security,Phishing,Medium,Cancelled,James White,2025-02-15,Future soon adult make make force idea.,Firewall System,Frontend Portal,Packet loss detected
INC1002794,unable to open the outlook its hang at process stage,unable to open the outlook its hang at process stage,Network,Internet,Critical,On Hold,Joseph Chandler,2025-01-10,Mean song though water area.,Database Cluster A,Data Warehouse,VPN connectivity unstable
INC1002795,Email delivery issue reported,Security logs indicate an unauthorized login attempt from an unknown IP address.,Network,Firewall,Low,New,Jon Dudley,2024-11-12,Hair market other set benefit.,Authentication Server,Frontend Portal,Firewall blocking traffic
INC1002796,System crash after update,Database connections are timing out frequently. Impacting multiple users.,Network,VPN,Low,New,Andrew Davis,2025-02-26,Past eight professional accept good true executive.,Database Cluster A,Mobile App,No connectivity issues detected.
INC1002797,"ewel8323721 - konto einlegen 

assigning it yevirgnl ylhogjct per ughzilfm cfibdamq.","ewel8323721 - konto einlegen 

assigning it yevirgnl ylhogjct per ughzilfm cfibdamq.",Database,Backup Failure,Low,Cancelled,Cindy King,2024-05-04,Analysis worker table enter.,API Gateway,Reporting Engine,No connectivity issues detected.
INC1002798,User unable to access VPN,Database connections are timing out frequently. Impacting multiple users.,Hardware,Laptop,High,In Progress,Andrew Henry,2024-09-11,Later surface ahead consumer else stage ever eight.,Database Cluster A,General User Interface,VPN connectivity unstable
INC1002799,Phishing email received,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Policy Violation,High,In Progress,Luis Simon,2024-09-19,Issue resolved following standard procedures.,Messaging Queue,Reporting Engine,No connectivity issues detected.
INC1002800,Database connection timeout,Security logs indicate an unauthorized login attempt from an unknown IP address.,Hardware,Laptop,Medium,In Progress,Kelly Davies,2024-07-21,Space give thousand interview second pattern.,Messaging Queue,Mobile App,No connectivity issues detected
INC1002801,"i am unable to open outlook. i am getting the error message:
""a new guard page for the stack cannot be created""

i have tried restarting the computer.
i have tried starting outlook in safe mode
i have tried using the repair function for outlook.

please advise, ","i am unable to open outlook. i am getting the error message:
""a new guard page for the stack cannot be created""

i have tried restarting the computer.
i have tried starting outlook in safe mode
i have tried using the repair function for outlook.

please advise, ",Database,Backup Failure,High,On Hold,James White,2024-05-29,Meet parent record shoulder analysis across on news.,Messaging Queue,Frontend Portal,No connectivity issues detected.
INC1002802,User unable to access VPN,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Network,Firewall,Low,In Progress,James White,2024-08-21,Major wide each top market threat.,Authentication Server,Data Warehouse,VPN connectivity unstable
INC1002803,can not access in SID_1,can not access in SID_1,Hardware,Monitor,Low,Resolved,<function <lambda> at 0x7eb3c62986d0>,2025-03-23,Commercial material country could issue gas subject month.,Database Cluster A,Data Warehouse,Intermittent network drops
INC1002804,Firewall policy misconfiguration,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Network,Internet,Medium,Resolved,Joseph Chandler,2024-05-25,Dream speak care.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1002805,Firewall policy misconfiguration,System crashed after applying latest OS update. Issue needs rollback or fix.,Security,Unauthorized Access,High,Cancelled,<function <lambda> at 0x7eb3c62986d0>,2024-10-04,Economic hear degree piece.,API Gateway,Reporting Engine,No connectivity issues detected.
INC1002806,engineering tool and erp not working ,engineering tool and erp not working ,Security,Policy Violation,Critical,In Progress,Elizabeth Ramos,2025-03-03,Issue resolved following standard procedures.,Database Cluster A,Data Warehouse,Firewall blocking traffic
INC1002807,password reset erp SID_34,password reset erp SID_34,Database,Timeout,Low,Resolved,Joshua Oneal,2024-06-26,Discussion high hard majority read than western.,API Gateway,Data Warehouse,No connectivity issues detected
INC1002808,ms crm dynamics ; outlook issue ,ms crm dynamics ; outlook issue ,Network,Firewall,High,New,Joshua Oneal,2024-03-25,Stand per charge word clear.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1002809,Database connection timeout,Database connections are timing out frequently. Impacting multiple users.,Security,Malware,Medium,Resolved,Susan Torres,2024-09-16,Issue resolved following standard procedures.,API Gateway,Access Control System,Firewall blocking traffic
INC1002810,Database connection timeout,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Security,Malware,High,In Progress,Susan Torres,2025-02-03,Grow shoulder choose case often night west model.,Firewall System,Frontend Portal,High latency observed
INC1002811,empw 8111616 01/14 defekt. code: 0x000000ed blue screen,empw 8111616 01/14 defekt. code: 0x000000ed blue screen,Security,Policy Violation,High,Resolved,Cindy King,2025-01-03,Whatever view health this water week.,API Gateway,Access Control System,No connectivity issues detected.
INC1002812,Firewall policy misconfiguration,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Connection Issue,High,Closed,Stephen Carpenter,2024-05-17,Specific bar half.,Database Cluster A,Data Warehouse,High latency observed
INC1002813,"ic: welcome, our next available agent will be with you shortly...
ic: interaction alerting agent.
ic: website visitor has joined the conversation
ayrhcfxi zartupsw: hi 
ayrhcfxi zartupsw: ","ic: welcome, our next available agent will be with you shortly...
ic: interaction alerting agent.
ic: website visitor has joined the conversation
ayrhcfxi zartupsw: hi 
ayrhcfxi zartupsw: ",Database,Performance,High,Closed,Andrew Davis,2024-05-07,Material west operation marriage.,Database Cluster A,Frontend Portal,No connectivity issues detected.
INC1002814,india:high latency/packet drops,india:high latency/packet drops,Network,Firewall,Low,New,Charles Stevens,2024-04-24,Around quickly memory marriage then top decade.,Authentication Server,Mobile App,No connectivity issues detected.
INC1002815,System crash after update,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Database,Connection Issue,Medium,Resolved,<function <lambda> at 0x7eb3c62986d0>,2025-01-14,Alone subject check affect image.,Database Cluster A,Data Warehouse,Complete network outage
INC1002816,Firewall policy misconfiguration,Application response time has significantly degraded. Users facing performance issues.,Security,Malware,Low,Cancelled,Joseph Chandler,2024-09-13,Remain book citizen various sing tend.,Database Cluster A,Frontend Portal,No connectivity issues detected.
INC1002817,EU_tool in germany steel ohne funktion - rÃ¼ckmelden geht nicht!!!!,EU_tool in germany steel ohne funktion - rÃ¼ckmelden geht nicht!!!!,Network,Internet,Critical,New,Alexandria Casey,2024-12-05,Issue resolved following standard procedures.,Database Cluster A,Mobile App,Complete network outage
